Date,Asset,Open,High,Low,Close,Volume,Lookback,Sector,SectorMarketVolume
2024-02-01,ES,155.3957179130947,157.12730058600414,152.5254861425979,156.01449704514303,109266,20,Index,116190.12452045754
2024-02-02,ES,155.30003547263232,156.40523009641282,153.33055719322604,156.22852488833618,121659,20,Index,110494.03573898086
2024-02-03,ES,157.74682492714473,159.73095436231608,155.80872315627502,158.20362432889235,95098,20,Index,94027.64154016406
2024-02-04,ES,156.6652206864493,157.70575712181568,154.48381756959623,154.72735096655455,143868,20,Index,140206.41715865128
2024-02-05,ES,156.25476934492627,157.52132473167356,155.1297145523336,155.8522611169718,107625,20,Index,113651.55166038037
2024-02-06,ES,155.47842110061833,157.06406042469575,152.98093059042336,156.48101548264816,129316,20,Index,134263.45947824747
2024-02-07,ES,155.9107266994064,156.72870528341878,152.86382397652977,155.44583718201645,117124,20,Index,107789.63926486518
2024-02-08,ES,156.06047859458687,159.08533879751474,154.0837309357417,154.8306384126978,167369,20,Index,156299.8054083227
2024-02-09,ES,154.7891958004908,156.61705900965146,152.79998314537391,154.06433735447786,134920,20,Index,130742.89195892947
2024-02-10,ES,155.47088749769802,157.11834633182093,153.0671855392739,153.57657995899768,172943,20,Index,168046.68777659777
2024-02-11,ES,153.72203137792593,155.28487373232076,152.7403420739848,153.44812126829862,96108,20,Index,95720.14263430527
2024-02-12,ES,154.46895667148965,156.9345763519863,153.692828352761,154.8593094854658,130199,20,Index,118192.09538799204
2024-02-13,ES,154.48316926562964,155.58425006953877,152.68682659329932,153.8593622180465,104522,20,Index,95299.07233691496
2024-02-14,ES,153.08179753485294,155.35541406671183,151.478177641573,153.4748027239872,150625,20,Index,142699.67279489577
2024-02-15,ES,152.5145462941939,153.69286704436823,151.30190341844312,153.2343090653963,143158,20,Index,144581.10824717215
2024-02-16,ES,154.12727007274046,157.0789380029195,151.55143741833152,152.75200659462556,83900,20,Index,83112.33081013811
2024-02-17,ES,154.03342497506404,155.00491774882715,150.980867009709,151.41032349342942,178439,20,Index,164878.86946119487
2024-02-18,ES,150.28867809117935,151.69889755782006,147.33012956470037,148.22681741993534,66326,20,Index,69367.94633307692
2024-02-19,ES,148.59134490230045,149.6830558851372,147.0512195766118,149.57857347533252,81200,20,Index,82918.28205685143
2024-02-20,ES,149.7261660015129,151.58518887599283,148.41488863504674,150.7021758451754,129343,20,Index,127411.8897621254
2024-02-21,ES,152.15214168188209,154.29834847255003,149.54628023162644,149.82626233068223,77868,20,Index,75346.49968982367
2024-02-22,ES,148.72819954555337,151.46706773673284,147.83654925819002,151.24786757337523,143743,20,Index,155106.73308954635
2024-02-23,ES,150.4807285121806,153.12761363433287,147.8080192244025,151.70782407683896,143868,20,Index,137255.14998214485
2024-02-24,ES,150.2651662876735,152.06762723601824,147.29614168275555,150.5385524359074,158862,20,Index,147339.04441853092
2024-02-25,ES,150.72998615234468,152.0301532970785,148.4191161590474,152.02960571708763,114531,20,Index,122585.58605046659
2024-02-26,ES,151.15971286568683,153.70553315384817,149.71018331142568,150.9589152614188,169496,20,Index,154824.9451388201
2024-02-27,ES,150.7539080086465,153.1675517286864,148.07453096069153,153.1112757201565,74059,20,Index,74533.56298727042
2024-02-28,ES,152.19981944863486,154.62268073086094,150.69613449357715,151.38898753091593,56458,20,Index,61492.7258585222
2024-02-29,ES,150.1998219580122,151.73210504738117,147.66998941517195,149.70275239344627,70896,20,Index,69305.13607207529
2024-03-01,ES,150.71911304099802,153.21378257308587,148.66321705652686,152.56061383711972,95929,20,Index,96438.42936592732
2024-03-02,ES,151.88184216435818,153.4281303434228,149.29082541671005,150.07993723960985,116106,20,Index,110225.712529862
2024-03-03,ES,148.85126393314923,151.4738114908044,147.88875732103128,148.93045372495592,84217,20,Index,89288.86552362061
2024-03-04,ES,150.23529962526408,152.4124243169985,148.37306634909027,150.67845457200275,54465,20,Index,55802.03617388823
2024-03-05,ES,151.50644511921925,152.28660779646057,149.62137350696807,150.72966217756863,161859,20,Index,154744.44047808542
2024-03-06,ES,149.76421507455026,150.72477885664418,147.02393932437752,150.30612258918188,175119,20,Index,186234.26135075657
2024-03-07,ES,149.97370546183797,150.74128935543885,148.02205916566126,150.17080421794475,101352,20,Index,97025.77583540634
2024-03-08,ES,150.8895103874135,153.52864318130045,149.4336322001216,151.4439181364402,93844,20,Index,98871.48779701474
2024-03-09,ES,151.7721449816074,154.3021140097792,150.71190642233503,154.0519221209521,66414,20,Index,67189.68240186386
2024-03-10,ES,153.48941467680226,155.47397848444643,151.20876633059714,152.3289912633823,149885,20,Index,154666.87961270512
2024-03-11,ES,152.50290847246205,155.293386779357,151.02495977516008,152.19882522384285,114411,20,Index,114157.06419360799
2024-03-12,ES,151.1696566051172,153.84057522178097,148.71935968658337,149.78278823725924,115799,20,Index,124491.9144964543
2024-03-13,ES,149.7536587889462,151.97404759081175,147.90100782239256,149.24627981356275,114519,20,Index,109491.4972023552
2024-03-14,ES,149.9214912056354,151.0694741694441,147.2704146672586,149.56271791658943,126978,20,Index,132606.90264312967
2024-03-15,ES,148.6670046324793,151.10632129428296,147.63168292227184,151.05873882123547,162080,20,Index,156304.62021337097
2024-03-16,ES,151.11104109022023,153.2716962387218,149.04723760185308,150.7381036006539,101465,20,Index,97079.91029268481
2024-03-17,ES,149.91424698042397,152.29977406431885,147.53727123012013,147.8484619233381,113337,20,Index,122204.26904081354
2024-03-18,ES,148.38595693205303,150.97501990830787,147.5753720557299,148.4802512903802,58518,20,Index,61909.50552105874
2024-03-19,ES,147.46592219459296,148.6358839639985,145.7313566366307,147.87296073561728,181593,20,Index,174798.6222738979
2024-03-20,ES,148.9362143263227,150.76077185953682,146.17294649059232,149.50160310154791,84600,20,Index,79736.99542906754
2024-03-21,ES,149.9410175247982,151.49464056143904,148.1434528120204,150.9119159991963,88357,20,Index,85670.58847583356
2024-03-22,ES,151.4734004547966,153.93265163772105,149.96059961165344,152.75445982897133,87198,20,Index,87623.75736916855
2024-03-23,ES,151.64675479814315,153.61716066189996,150.86760192737296,152.87991866781275,62646,20,Index,64524.08605905924
2024-03-24,ES,151.63645802846142,153.79378172727127,149.1334035889042,149.15392858039976,79573,20,Index,75404.37649209156
2024-03-25,ES,148.81641187919283,150.19476950415017,146.4279881080323,147.7125168581194,153030,20,Index,140861.14091791565
2024-03-26,ES,148.44315166371592,150.92146915577382,145.67904304740105,150.11903561480204,130991,20,Index,133519.28917771607
2024-03-27,ES,149.50271360932305,150.74006419856414,146.5284172721172,147.82778830910513,133489,20,Index,145493.7567248966
2024-03-28,ES,147.39660590594676,150.3386293399237,145.87360783554894,145.88396696574037,162219,20,Index,177213.52470456858
2024-03-29,ES,146.62640445474892,149.4236437540481,145.03090786781874,147.50662126251558,70134,20,Index,75034.92230163259
2024-03-30,ES,147.72566147203835,148.48098293107446,146.55605987168812,147.18767358993716,95787,20,Index,102188.79306210286
2024-03-31,ES,147.21386412405076,148.04252643555265,145.20362448728787,147.88610381108964,68436,20,Index,68419.44654922938
2024-04-01,ES,148.38422047963053,150.04331860680603,147.52997986294216,149.03631572295436,143768,20,Index,131455.0238180145
2024-04-02,ES,147.56818288509817,148.40170345928422,145.23938191985008,145.73835961444337,168946,20,Index,172553.5501160558
2024-04-03,ES,146.87427845783404,148.26398471414657,144.818635412595,145.96368766628203,119940,20,Index,116559.64390542646
2024-04-04,ES,145.39532501420928,146.1707965193338,143.95236768631304,145.70699478777297,166666,20,Index,175471.41888921242
2024-04-05,ES,145.28573637641526,148.18378356055396,142.98454920364438,144.5538833336072,160025,20,Index,168202.8839943066
2024-04-06,ES,145.04421000736528,147.26333343689484,142.2063557388955,143.017154313145,56277,20,Index,55366.35443516885
2024-04-07,ES,143.0854442945489,144.8521708292287,140.60132728242678,141.66115502255485,75474,20,Index,70336.60928340297
2024-04-08,ES,143.06624512522052,144.0366255668982,140.29563967999033,142.24295248831456,122613,20,Index,119978.43908554215
2024-04-09,ES,142.4774878891418,144.1802973567388,140.93313033280086,143.27199121215668,135978,20,Index,134594.22236664672
2024-04-10,ES,142.21176414627368,143.43094548290003,140.7711285610441,142.41438579920595,58198,20,Index,62052.89842274842
2024-04-11,ES,143.36301047090626,145.4420999689778,141.8943113829225,144.52142302312566,144661,20,Index,137369.38254665767
2024-04-12,ES,144.17346423221252,145.8204173824599,141.99841356147527,145.00789810343647,193098,20,Index,199419.73657949606
2024-04-13,ES,146.40539716614632,147.68797282383943,143.98870778906337,145.89471837413126,111801,20,Index,102081.82267744197
2024-04-14,ES,145.396784413994,146.5082218060427,142.93816019414498,145.80642830458356,135932,20,Index,127274.30488613238
2024-04-15,ES,146.28822138601618,148.9895076512132,144.1256452123466,148.13733054511894,174815,20,Index,181811.3369232673
2024-04-16,ES,147.81749494065255,148.91678924996563,146.7807734370417,146.7876718911319,192033,20,Index,175388.00313253095
2024-04-17,ES,147.77211966505786,148.92149832077493,146.5942498386826,147.02547933158033,83269,20,Index,82578.11038841607
2024-04-18,ES,147.44240384818855,150.335211809507,145.05503148296884,145.90127635285657,117825,20,Index,107870.96301824322
2024-04-19,ES,145.62174605786817,147.60014258930693,144.07873919328418,147.28592424161607,114619,20,Index,107282.91750321022
2024-04-20,ES,146.7213390501768,147.90755313245833,144.96876848668322,145.71339468490473,174435,20,Index,165393.98661945315
2024-04-21,ES,146.21592560509785,147.97298111293887,144.42595367800712,147.3825614618146,82186,20,Index,85815.23105943158
2024-04-22,ES,147.81134426029254,148.95131718702632,146.53334420782937,146.65979009344224,198383,20,Index,200965.8643702111
2024-04-23,ES,146.75130725085413,149.24511394360854,144.12735545806314,147.64738066333277,134032,20,Index,146660.9029370864
2024-04-24,ES,147.69332951856885,149.6679806399232,144.98179083282406,146.4619729460972,52966,20,Index,56266.656934851846
2024-04-25,ES,145.21975063813386,147.5437756992731,143.7973144103958,147.27194829987297,109242,20,Index,116517.41418664584
2024-04-26,ES,147.92430735631632,149.0150065020422,145.23800409094292,146.5684360105374,114341,20,Index,114709.92761473094
2024-04-27,ES,145.8183039191251,147.8435045285431,143.5874833490203,143.77772078173126,133998,20,Index,132043.11871311613
2024-04-28,ES,144.0623066839264,146.91472033907,143.07318092397338,143.1131071053525,148169,20,Index,148630.99162029108
2024-04-29,ES,143.7050906438998,145.12309460678506,141.89386756223118,143.9296266157574,67611,20,Index,72296.25647437948
2024-04-30,ES,142.5537684006054,144.74320949283538,140.98758637098086,142.26691755831607,143599,20,Index,133649.55765146622
2024-05-01,ES,142.71148912210563,145.4770591219409,140.59276219407974,144.73898156005453,57573,20,Index,62914.71754378444
2024-05-02,ES,144.93907936839258,146.8096326266156,142.169135431427,146.65363174693266,89448,20,Index,94884.3775459994
2024-05-03,ES,146.31924382006721,147.86917062227192,143.93221405856525,147.84472070767842,128947,20,Index,139301.89979919296
2024-05-04,ES,147.63710385492337,150.56266781864952,146.0078184709841,148.46463139756656,79964,20,Index,79073.54591812786
2024-05-05,ES,149.55094145981823,151.46511147845436,148.46175812477077,149.01314420712296,131156,20,Index,119166.35557857467
2024-05-06,ES,149.51431741995216,151.8539962323365,147.61633805763284,147.7741415390899,138815,20,Index,143818.88770326358
2024-05-07,ES,146.83927661200443,149.22642536718828,144.97856083804663,148.35587050226997,184142,20,Index,174540.70378763674
2024-05-08,ES,149.8366249287268,152.76320570112847,147.96890562229603,152.28153501673526,193227,20,Index,189412.01943123984
2024-05-09,ES,150.91637199672613,153.47242452043574,148.99321377265298,151.73402688964316,153910,20,Index,164256.55214291552
2024-05-10,ES,150.92013738025108,152.89864920833315,149.10464648353022,149.4024322485348,80827,20,Index,85129.23393398202
2024-05-11,ES,148.897388560775,151.24804466285326,146.52472297817425,147.39063359889715,131252,20,Index,137205.81936007692
2024-05-12,ES,146.30696805946283,147.1076952376997,144.846766550663,146.2280291725055,74205,20,Index,70335.66087893346
2024-05-13,ES,144.93083355256496,147.054416258536,142.53305232747164,142.87699891059793,135818,20,Index,136993.00440096264
2024-05-14,ES,142.1718190974872,144.29317811444201,139.8562354740293,143.45271349501428,93876,20,Index,102064.64060977583
2024-05-15,ES,144.02838875810173,144.89136285616345,141.68476276102396,143.6104562048491,147088,20,Index,138239.56831002625
2024-05-16,ES,142.27759010132266,143.64926079019415,140.80335437603128,143.0612527656579,164450,20,Index,167510.8120098964
2024-05-17,ES,142.4806445551409,144.85361550751045,139.83253241689954,142.43492646156292,173950,20,Index,164962.82113344249
2024-05-18,ES,141.41899849323102,142.90886193373765,140.03158985003657,142.86163901558734,143014,20,Index,141333.99778803356
2024-05-19,ES,142.37115981550787,143.51318927004675,141.0975706819035,141.8824469734846,153773,20,Index,151392.58402602028
2024-05-20,ES,141.38560936142252,143.5772217780498,139.90527725740887,140.4758882749849,138143,20,Index,139279.7659347689
2024-05-21,ES,139.58454438977603,141.6244685505173,136.96308968875482,138.7643436620819,190388,20,Index,198564.10714066296
2024-05-22,ES,138.3818650551312,140.60650578247083,137.51997033481948,137.87199078594034,158323,20,Index,151037.75411616004
2024-05-23,ES,137.05328290548144,138.09720757433905,135.12991384034382,136.8237254127924,52177,20,Index,55618.22471758734
2024-05-24,ES,137.48326596003798,139.89752912065222,135.31188985193776,137.02335370345838,180195,20,Index,195915.38718605813
2024-05-25,ES,136.31296338920936,138.875082343495,134.52249183646927,136.808904181334,114414,20,Index,116075.0213536912
2024-05-26,ES,136.28555245211703,138.42521933086576,135.1239127047695,136.76415016206283,117707,20,Index,110698.01842643377
2024-05-27,ES,135.6755338087947,136.3964814009241,134.3493434641276,136.33997477956424,142598,20,Index,156373.8841240704
2024-05-28,ES,137.62408197360085,140.0543843065763,135.95542948917208,139.93314943413768,117018,20,Index,107354.12488196789
2024-05-29,ES,138.61887558361883,139.49710519282223,137.74473124967588,138.9903774195143,187878,20,Index,176525.65969107093
2024-05-30,ES,137.93970069643507,140.66479991027046,135.75311802425884,140.4957131528091,161975,20,Index,157184.25468301814
2024-05-31,ES,140.25041613768727,141.06347189332104,139.15928147286047,140.66913598705065,150140,20,Index,159058.4022611561
2024-06-01,ES,140.0836904895993,140.96107375492156,138.58771343875244,139.62935022357948,138364,20,Index,142105.88362250815
2024-06-02,ES,138.54075982887255,140.0482019252002,136.38379289410392,137.42704050017605,73696,20,Index,77559.56404264578
2024-06-03,ES,138.64758461002444,140.46456801739998,136.11229924774537,136.8404399151315,86900,20,Index,83876.58725701328
2024-06-04,ES,135.67204722672116,137.9067370162889,133.61602098838034,136.84976151606912,144980,20,Index,145657.7145783849
2024-06-05,ES,137.73693430260073,139.55162433754188,135.33975166730002,138.10401097071866,59144,20,Index,64302.7102746393
2024-06-06,ES,137.42668492335847,140.0060209184602,136.30360091118968,139.50188601757011,150564,20,Index,158624.63215704195
2024-06-07,ES,139.01990867385175,139.9388350807322,137.99312044654505,139.14365447778536,109221,20,Index,105985.57439790398
2024-06-08,ES,139.53068512345286,141.284522581083,138.67555847188967,140.25796313904974,74986,20,Index,74312.27077118059
2024-06-09,ES,138.96144114828965,139.9823542707608,137.19499688380574,139.9135154136925,96824,20,Index,100666.77239157257
2024-06-10,ES,140.19193703161963,141.1566631636342,137.93279934204693,138.15443551948348,58742,20,Index,55313.54817957828
2024-06-11,ES,137.23285850228297,139.6754551251538,134.78418227264592,136.9610400121512,75711,20,Index,78618.04220076109
2024-06-12,ES,136.98955789999104,138.40983548603538,134.61653668747226,136.8060705033946,59223,20,Index,57513.514056991226
2024-06-13,ES,135.9363267077975,137.7711890443824,135.19403650997393,135.27523395665492,159064,20,Index,146679.77309711123
2024-06-14,ES,135.28889947064158,137.3482815490811,134.08600579636806,137.33371571942172,185757,20,Index,196132.1299685498
2024-06-15,ES,136.22008531674504,137.9087670510027,133.68324618375422,135.91328923996835,71293,20,Index,75411.9532843982
2024-06-16,ES,136.3539503165982,137.07537347832204,134.73166535349037,136.45908551451143,96857,20,Index,94238.05790113029
2024-06-17,ES,136.56430772422152,138.08688600897335,135.4232430627753,137.9846899963515,156002,20,Index,156654.02277443034
2024-06-18,ES,137.51089549507418,138.51870452794495,136.78244403453024,137.19874913606762,109470,20,Index,107237.57331749407
2024-06-19,ES,137.77440987895721,139.01375259579387,136.1153318849805,138.2714382072121,195241,20,Index,199654.4194988685
2024-06-20,ES,138.85314453261245,141.41339735597484,136.55545317041233,139.77748653994254,148425,20,Index,138661.21341135274
2024-06-21,ES,138.98315830591642,141.32381155261618,136.40399014712315,138.34005974692812,189012,20,Index,175925.5036667531
2024-06-22,ES,137.21240019263286,139.30432639475896,134.7477068824666,135.9693213776291,162526,20,Index,156143.53324263077
2024-06-23,ES,134.84153992177497,137.04587640261235,133.66602280837375,136.34682360332616,193246,20,Index,192711.8639488792
2024-06-24,ES,135.37456536710306,136.9315893921673,134.27816807846258,135.82222483293174,102604,20,Index,103074.08008884953
2024-06-25,ES,136.20274476803505,136.91434347114867,134.11631684135153,135.0414907101306,169912,20,Index,164981.00179442746
2024-06-26,ES,135.4960662117368,137.69594864517777,134.02924895130568,135.84649673726744,184665,20,Index,175303.97353372467
2024-06-27,ES,135.30729508947735,136.69000961885618,133.55370626851013,135.2010860502278,78504,20,Index,73490.67667102191
2024-06-28,ES,135.93345141662257,137.95556803562874,133.77073283693062,136.73855952799184,58158,20,Index,62630.21969352134
2024-06-29,ES,135.5331842709658,136.47833111688047,133.81778064837428,134.97443920023068,136019,20,Index,125041.33507040874
2024-06-30,ES,134.0333014207967,136.4470733955922,132.12661841583596,134.93006602031576,148507,20,Index,153540.85636096395
2024-07-01,ES,134.30592228447676,136.07877984285724,132.70406518169145,133.73590537355662,104082,20,Index,98161.85572406283
2024-07-02,ES,134.8797626605219,135.72703969014393,132.94812033338567,134.81243893064476,99099,20,Index,93743.16754219937
2024-07-03,ES,135.6787096915894,136.89999310711832,133.50266598200704,135.9417046249416,178928,20,Index,192114.87793920402
2024-07-04,ES,136.1161066956226,137.25702582170075,135.1021616406124,135.22269324008766,107378,20,Index,100696.42340858595
2024-07-05,ES,134.2163915149944,135.91845899379365,132.22361533027248,132.70061642267126,139185,20,Index,152515.33343761333
2024-07-06,ES,133.78353401455948,135.20188346666913,131.44593513039004,134.19601838412748,183347,20,Index,194165.08655630346
2024-07-07,ES,133.8120695931576,135.30811853162314,131.9030518694322,134.2931738697285,92116,20,Index,91178.80549974433
2024-07-08,ES,133.29712232656638,134.53126674099607,130.74066694973388,133.23236681557188,70719,20,Index,65923.30193891667
2024-07-09,ES,133.08410369282686,134.30170986396678,131.74694704379525,133.4728963290207,82527,20,Index,77530.05008170621
2024-07-10,ES,134.12381488771575,136.73457987849068,133.43442140148497,134.6470365658558,92172,20,Index,100425.64310047055
2024-07-11,ES,134.81614973572377,136.8882544166742,132.34735964497017,134.67197613762386,114592,20,Index,114797.12707052982
2024-07-12,ES,135.08464555260852,136.45950333359266,132.44350183986003,135.94201342530542,77275,20,Index,69640.01808084453
2024-07-13,ES,136.8570727103052,138.4012917467472,135.9253229365962,137.78835595981445,71695,20,Index,70007.97614712083
2024-07-14,ES,136.70443667312,138.3415338434113,134.64706916344863,134.78697665929704,192117,20,Index,198408.556149505
2024-07-15,ES,135.7325456027558,137.1703069699098,134.25429996593718,136.9095708510325,117381,20,Index,128087.99157255895
2024-07-16,ES,137.13477385914655,139.71813456690177,135.96527084029395,137.36539951267704,166968,20,Index,158517.08581471958
2024-07-17,ES,137.86697817511717,138.58798929086657,136.07616548114765,138.124922281986,82812,20,Index,89935.21034733023
2024-07-18,ES,139.12248899003572,140.9168674670431,137.82197905993644,139.49436288832896,111855,20,Index,103967.41063609946
2024-01-01,CL,186.65668132205008,187.83325792369348,184.57864809916225,184.85973817217837,190862,20,Energy,209639.40241946137
2024-01-02,CL,186.49607113094626,188.3996596244053,183.39906001620514,184.36020795126197,76189,20,Energy,72307.25242693342
2024-01-03,CL,183.25153516980677,184.71739671819597,181.70130781067868,183.67332715434122,76106,20,Energy,80325.5635459763
2024-01-04,CL,182.31091257587008,185.5355928781373,179.21508212368082,180.8413745537276,167886,20,Energy,165721.0497977783
2024-01-05,CL,179.8714287108774,182.84578444412116,178.51451415062732,180.77919809438302,190665,20,Energy,177532.15415754862
2024-01-06,CL,179.13279969175719,180.4954707393849,176.34748680382046,178.54728746527314,65817,20,Energy,60918.71883714659
2024-01-07,CL,177.73672269495367,180.64725030437236,174.65942491856117,175.4607342546778,70225,20,Energy,65008.535580552765
2024-01-08,CL,175.2653113093231,178.58200293180894,174.0879197417661,177.44864048302276,101286,20,Energy,102496.8993503929
2024-01-09,CL,178.5418315809145,179.83596170261987,176.0318742146177,176.1235609090567,71093,20,Energy,67660.81297979559
2024-01-10,CL,176.22764722817357,179.5413561159709,174.73352321018382,176.88909801160517,74260,20,Energy,78419.86234508822
2024-01-11,CL,177.33436667162752,180.0801991528924,175.00067187039,175.7347043142675,72223,20,Energy,75161.96021703945
2024-01-12,CL,175.61696576643982,176.83932546325155,172.5654604150047,173.63049898886965,121212,20,Energy,126976.723760501
2024-01-13,CL,174.06243713607478,176.6993100482387,172.3809220493886,172.6523746253288,116406,20,Energy,126843.41539517713
2024-01-14,CL,172.23781487005002,173.465797948771,170.9785805671574,171.9046539450758,135725,20,Energy,124676.9156739151
2024-01-15,CL,171.8768882506491,174.03907854503984,170.2405855529954,172.4838397031152,115058,20,Energy,111912.25402848834
2024-01-16,CL,172.66196815744394,173.8492514226352,169.59597507692345,171.50113490881571,72748,20,Energy,70266.55787644866
2024-01-17,CL,172.93751378357385,175.27532416447673,171.52307995608865,172.94654932756916,182345,20,Energy,165280.74742653087
2024-01-18,CL,172.76789125117824,173.6765266645532,171.8877426715227,172.71458228513615,126099,20,Energy,131636.8916071858
2024-01-19,CL,172.97912088079548,174.55377006380772,171.02144376719392,173.1231981587104,53847,20,Energy,49492.599441324506
2024-01-20,CL,174.1659710448755,176.79294248450697,172.98044829346213,173.99416934872025,95663,20,Energy,102549.66928051111
2024-01-21,CL,172.41539778149422,175.3269761296817,171.2112889606078,174.21888129655025,104514,20,Energy,98759.44178319423
2024-01-22,CL,175.62089947426801,177.85629220893946,173.68144494605409,177.84149155854476,186072,20,Energy,192851.56097610944
2024-01-23,CL,177.40795663102807,180.80365412782965,174.0685179638163,178.03246434795574,153800,20,Energy,164649.38827838266
2024-01-24,CL,176.82558064590808,177.9139930615208,174.3239633824187,174.84796194829516,94371,20,Energy,101128.93148307217
2024-01-25,CL,174.21389348415258,177.34946419338016,173.14530575854621,174.7947597854509,194984,20,Energy,206653.29681396368
2024-01-26,CL,175.67314581434744,179.14654126526074,173.18081805477692,177.5676251066279,56171,20,Energy,55551.055256426676
2024-01-27,CL,176.11170441594848,177.8493840444907,174.8153682437817,175.64307507228332,155478,20,Energy,143656.00756407404
2024-01-28,CL,177.32823547432372,178.3263224039487,173.86754506086208,173.93474810429723,191469,20,Energy,197059.98195077069
2024-01-29,CL,173.5593235474875,176.5986067842227,171.43902188967263,175.19571951673234,130507,20,Energy,133671.5839210583
2024-01-30,CL,174.1421954543917,176.09804520609018,170.85200455978932,174.10206984054741,116711,20,Energy,115106.9559768418
2024-01-31,CL,173.33610192753488,176.5341674693867,170.0584046348163,173.97177082084596,196226,20,Energy,203733.3907535477
2024-02-01,CL,174.08748069417607,175.0819388905785,171.52381644121223,175.033324796729,192823,20,Energy,209588.1713204284
2024-02-02,CL,173.62112185103277,175.20462120229993,170.34744158438377,174.30294763305898,55820,20,Energy,55918.04025823754
2024-02-03,CL,174.33765162075568,176.82293157321007,172.4282621964683,175.91905973401037,194626,20,Energy,200187.2295431657
2024-02-04,CL,175.66482146938336,176.94555269683053,173.58170551481203,175.6757615049512,117060,20,Energy,127238.2720816376
2024-02-05,CL,176.11874820984514,178.34020631852727,172.69534851466634,175.57425530912064,59164,20,Energy,55052.34344302404
2024-02-06,CL,175.4395522641261,178.75843554619956,172.6127986643086,173.67052789886358,128694,20,Energy,122316.1747163355
2024-02-07,CL,172.42333641343734,174.04371625984004,169.69977173016014,172.3099872811964,165458,20,Energy,165549.83535827431
2024-02-08,CL,173.4034414623055,174.73873397933045,170.41173022371265,172.9921187285421,76078,20,Energy,74173.71790553395
